1380/07/01,102
1380/07/02,119
1380/07/03,128
1380/07/04,158
1380/07/05,98
1380/07/06,130
1380/07/07,118
1380/07/08,157
1380/07/09,100
1380/07/10,113
1380/07/11,92
1380/07/12,120
1380/07/13,130
1380/07/14,143
1380/07/15,157
1380/07/16,160
1380/07/17,121
1380/07/18,114
1380/07/19,102
1380/07/20,110
1380/07/21,166
1380/07/22,170
1380/07/23,142
1380/07/24,165
1380/07/25,131
1380/07/26,100
1380/07/27,96
1380/07/28,84
1380/07/29,125
1380/07/30,157
1380/08/01,97
1380/08/02,132
1380/08/03,120
1380/08/04,86
1380/08/05,119
1380/08/06,116
1380/08/07,103
1380/08/08,150
1380/08/09,175
1380/08/10,97
1380/08/11,120
1380/08/12,149
1380/08/13,184
1380/08/14,208
1380/08/15,221
1380/08/16,167
1380/08/17,110
1380/08/18,127
1380/08/19,176
1380/08/20,168
1380/08/21,78
1380/08/22,68
1380/08/23,90
1380/08/24,130
1380/08/25,150
1380/08/26,139
1380/08/27,58
1380/08/28,42
1380/08/29,73
1380/08/30,113
1380/09/01,120
1380/09/02,100
1380/09/03,93
1380/09/04,82
1380/09/05,135
1380/09/06,89
1380/09/07,130
1380/09/08,65
1380/09/09,54
1380/09/10,53
1380/09/11,86
1380/09/12,74
1380/09/13,62
1380/09/14,61
1380/09/15,100
1380/09/16,101
1380/09/17,81
1380/09/18,129
1380/09/19,97
1380/09/20,91
1380/09/21,71
1380/09/22,87
1380/09/23,87
1380/09/24,58
1380/09/25,70
1380/09/26,61
1380/09/27,113
1380/09/28,127
1380/09/29,118
1380/09/30,90
1380/10/01,78
1380/10/02,102
1380/10/03,117
1380/10/04,143
1380/10/05,122
1380/10/06,142
1380/10/07,160
1380/10/08,117
1380/10/09,136
1380/10/10,112
1380/10/11,69
1380/10/12,95
1380/10/13,95
1380/10/14,89
1380/10/15,72
1380/10/16,97
1380/10/17,80
1380/10/18,71
1380/10/19,67
1380/10/20,61
1380/10/21,90
1380/10/22,60
1380/10/23,87
1380/10/24,72
1380/10/25,161
1380/10/26,118
1380/10/27,100
1380/10/28,80
1380/10/29,60
1380/10/30,85
1380/11/01,84
1380/11/02,82
1380/11/03,70
1380/11/04,53
1380/11/05,60
1380/11/06,81
1380/11/07,96
1380/11/08,132
1380/11/09,72
1380/11/10,69
1380/11/11,75
1380/11/12,60
1380/11/13,69
1380/11/14,90
1380/11/15,63
1380/11/16,76
1380/11/17,101
1380/11/18,130
1380/11/19,134
1380/11/20,93
1380/11/21,111
1380/11/22,88
1380/11/23,74
1380/11/24,106
1380/11/25,70
1380/11/26,67
1380/11/27,70
1380/11/28,56
1380/11/29,59
1380/11/30,74
1380/12/01,75
1380/12/02,80
1380/12/03,100
1380/12/04,102
1380/12/05,45
1380/12/06,70
1380/12/07,58
1380/12/08,77
1380/12/09,73
1380/12/10,67
1380/12/11,115
1380/12/12,130
1380/12/13,118
1380/12/14,132
1380/12/15,64
1380/12/16,97
1380/12/17,98
1380/12/18,95
1380/12/19,90
1380/12/20,66
1380/12/21,102
1380/12/22,133
1380/12/23,135
1380/12/24,145
1380/12/25,71
1380/12/26,61
1380/12/27,70
1380/12/28,47
1380/12/29,94
1381/01/01,59
1381/01/02,43
1381/01/03,65
1381/01/04,50
1381/01/05,54
1381/01/06,63
1381/01/07,62
1381/01/08,41
1381/01/09,47
1381/01/10,38
1381/01/11,41
1381/01/12,70
1381/01/13,41
1381/01/14,51
1381/01/15,98
1381/01/16,89
1381/01/17,80
1381/01/18,88
1381/01/19,100
1381/01/20,77
1381/01/21,86
1381/01/22,74
1381/01/23,99
1381/01/24,81
1381/01/25,93
1381/01/26,72
1381/01/27,75
1381/01/28,75
1381/01/29,86
1381/01/30,87
1381/01/31,77
1381/02/01,71
1381/02/02,62
1381/02/03,54
1381/02/04,52
1381/02/05,128
1381/02/06,81
1381/02/07,64
1381/02/08,85
1381/02/09,109
1381/02/10,101
1381/02/11,88
1381/02/12,74
1381/02/13,129
1381/02/14,58
1381/02/15,83
1381/02/16,94
1381/02/17,79
1381/02/18,105
1381/02/19,98
1381/02/20,81
1381/02/21,61
1381/02/22,85
1381/02/23,97
1381/02/24,50
1381/02/25,66
1381/02/26,91
1381/02/27,82
1381/02/28,97
1381/02/29,116
1381/02/30,110
1381/02/31,68
1381/03/01,61
1381/03/02,136
1381/03/03,73
1381/03/04,73
1381/03/05,64
1381/03/06,63
1381/03/07,107
1381/03/08,143
1381/03/09,86
1381/03/10,118
1381/03/11,128
1381/03/12,79
1381/03/13,59
1381/03/14,115
1381/03/15,98
1381/03/16,75
1381/03/17,75
1381/03/18,81
1381/03/19,65
1381/03/20,115
1381/03/21,118
1381/03/22,96
1381/03/23,115
1381/03/24,85
1381/03/25,87
1381/03/26,100
1381/03/27,111
1381/03/28,90
1381/03/29,102
1381/03/30,91
1381/03/31,73
1381/04/01,73
1381/04/02,78
1381/04/03,89
1381/04/04,93
1381/04/05,101
1381/04/06,153
1381/04/07,150
1381/04/08,118
1381/04/09,125
1381/04/10,122
1381/04/11,115
1381/04/12,115
1381/04/13,117
1381/04/14,126
1381/04/15,130
1381/04/16,85
1381/04/17,86
1381/04/18,68
1381/04/19,80
1381/04/20,141
1381/04/21,153
1381/04/22,100
1381/04/23,113
1381/04/24,116
1381/04/25,135
1381/04/26,89
1381/04/27,150
1381/04/28,139
1381/04/29,111
1381/04/30,85
1381/04/31,88
1381/05/01,77
1381/05/02,84
1381/05/03,145
1381/05/04,89
1381/05/05,89
1381/05/06,73
1381/05/07,111
1381/05/08,70
1381/05/09,104
1381/05/10,80
1381/05/11,133
1381/05/12,61
1381/05/13,130
1381/05/14,139
1381/05/15,112
1381/05/16,125
1381/05/17,167
1381/05/18,157
1381/05/19,118
1381/05/20,134
1381/05/21,109
1381/05/22,78
1381/05/23,98
1381/05/24,132
1381/05/25,148
1381/05/26,118
1381/05/27,122
1381/05/28,124
1381/05/29,166
1381/05/30,118
1381/05/31,175
1381/06/01,182
1381/06/02,156
1381/06/03,102
1381/06/04,112
1381/06/05,114
1381/06/06,132
1381/06/07,150
1381/06/08,122
1381/06/09,114
1381/06/10,125
1381/06/11,155
1381/06/12,175
1381/06/13,171
1381/06/14,177
1381/06/15,163
1381/06/16,146
1381/06/17,175
1381/06/18,216
1381/06/19,134
1381/06/20,145
1381/06/21,126
1381/06/22,136
1381/06/23,119
1381/06/24,134
1381/06/25,149
1381/06/26,130
1381/06/27,134
1381/06/28,153
1381/06/29,115
1381/06/30,96
1381/06/31,78
1381/07/01,80
1381/07/02,134
1381/07/03,118
1381/07/04,79
1381/07/05,147
1381/07/06,116
1381/07/07,126
1381/07/08,97
1381/07/09,121
1381/07/10,128
1381/07/11,163
1381/07/12,145
1381/07/13,146
1381/07/14,118
1381/07/15,128
1381/07/16,149
1381/07/17,135
1381/07/18,168
1381/07/19,167
1381/07/20,134
1381/07/21,140
1381/07/22,138
1381/07/23,134
1381/07/24,103
1381/07/25,128
1381/07/26,133
1381/07/27,127
1381/07/28,101
1381/07/29,160
1381/07/30,77
1381/08/01,112
1381/08/02,120
1381/08/03,157
1381/08/04,175
1381/08/05,139
1381/08/06,114
1381/08/07,121
1381/08/08,84
1381/08/09,98
1381/08/10,120
1381/08/11,102
1381/08/12,91
1381/08/13,106
1381/08/14,149
1381/08/15,134
1381/08/16,97
1381/08/17,161
1381/08/18,93
1381/08/19,140
1381/08/20,127
1381/08/21,174
1381/08/22,95
1381/08/23,136
1381/08/24,94
1381/08/25,100
1381/08/26,75
1381/08/27,86
1381/08/28,112
1381/08/29,137
1381/08/30,120
1381/09/01,108
1381/09/02,135
1381/09/03,139
1381/09/04,147
1381/09/05,76
1381/09/06,109
1381/09/07,77
1381/09/08,91
1381/09/09,84
1381/09/10,76
1381/09/11,91
1381/09/12,55
1381/09/13,58
1381/09/14,69
1381/09/15,90
1381/09/16,93
1381/09/17,145
1381/09/18,128
1381/09/19,126
1381/09/20,98
1381/09/21,98
1381/09/22,69
1381/09/23,58
1381/09/24,72
1381/09/25,97
1381/09/26,109
1381/09/27,106
1381/09/28,70
1381/09/29,95
1381/09/30,72
1381/10/01,103
1381/10/02,58
1381/10/03,106
1381/10/04,82
1381/10/05,52
1381/10/06,55
1381/10/07,94
1381/10/08,78
1381/10/09,62
1381/10/10,124
1381/10/11,118
1381/10/12,125
1381/10/13,124
1381/10/14,115
1381/10/15,103
1381/10/16,70
1381/10/17,52
1381/10/18,92
1381/10/19,118
1381/10/20,103
1381/10/21,114
1381/10/22,122
1381/10/23,161
1381/10/24,129
1381/10/25,121
1381/10/26,71
1381/10/27,69
1381/10/28,56
1381/10/29,67
1381/10/30,60
1381/11/01,69
1381/11/02,64
1381/11/03,109
1381/11/04,128
1381/11/05,91
1381/11/06,70
1381/11/07,61
1381/11/08,74
1381/11/09,79
1381/11/10,72
1381/11/11,73
1381/11/12,134
1381/11/13,104
1381/11/14,148
1381/11/15,101
1381/11/16,73
1381/11/17,71
1381/11/18,82
1381/11/19,121
1381/11/20,116
1381/11/21,85
1381/11/22,76
1381/11/23,52
1381/11/24,75
1381/11/25,57
1381/11/26,61
1381/11/27,67
1381/11/28,64
1381/11/29,69
1381/11/30,66
1381/12/01,148
1381/12/02,73
1381/12/03,91
1381/12/04,101
1381/12/05,101
1381/12/06,78
1381/12/07,87
1381/12/08,68
1381/12/09,61
1381/12/10,63
1381/12/11,53
1381/12/12,73
1381/12/13,87
1381/12/14,135
1381/12/15,94
1381/12/16,82
1381/12/17,57
1381/12/18,76
1381/12/19,74
1381/12/20,68
1381/12/21,94
1381/12/22,93
1381/12/23,55
1381/12/24,57
1381/12/25,73
1381/12/26,65
1381/12/27,80
1381/12/28,63
1381/12/29,63
1382/01/01,37
1382/01/02,42
1382/01/03,35
1382/01/04,37
1382/01/05,41
1382/01/06,54
1382/01/07,90
1382/01/08,98
1382/01/09,49
1382/01/10,45
1382/01/11,37
1382/01/12,100
1382/01/13,55
1382/01/14,83
1382/01/15,86
1382/01/16,103
1382/01/17,127
1382/01/18,104
1382/01/19,92
1382/01/20,97
1382/01/21,119
1382/01/22,79
1382/01/23,54
1382/01/24,71
1382/01/25,82
1382/01/26,97
1382/01/27,76
1382/01/28,84
1382/01/29,86
1382/01/30,59
1382/01/31,75
1382/02/01,123
1382/02/02,82
1382/02/03,73
1382/02/04,52
1382/02/05,53
1382/02/06,87
1382/02/07,120
1382/02/08,95
1382/02/09,88
1382/02/10,58
1382/02/11,50
1382/02/12,54
1382/02/13,63
1382/02/14,80
1382/02/15,83
1382/02/16,98
1382/02/17,92
1382/02/18,64
1382/02/19,70
1382/02/20,113
1382/02/21,100
1382/02/22,86
1382/02/23,66
1382/02/24,86
1382/02/25,71
1382/02/26,62
1382/02/27,54
1382/02/28,89
1382/02/29,61
1382/02/30,67
1382/02/31,76
1382/03/01,79
1382/03/02,65
1382/03/03,60
1382/03/04,55
1382/03/05,63
1382/03/06,96
1382/03/07,67
1382/03/08,75
1382/03/09,110
1382/03/10,74
1382/03/11,129
1382/03/12,88
1382/03/13,95
1382/03/14,91
1382/03/15,71
1382/03/16,59
1382/03/17,56
1382/03/18,76
1382/03/19,96
1382/03/20,97
1382/03/21,107
1382/03/22,84
1382/03/23,112
1382/03/24,107
1382/03/25,110
1382/03/26,83
1382/03/27,78
1382/03/28,105
1382/03/29,86
1382/03/30,84
1382/03/31,83
1382/04/01,98
1382/04/02,89
1382/04/03,106
1382/04/04,127
1382/04/05,96
1382/04/06,103
1382/04/07,124
1382/04/08,122
1382/04/09,102
1382/04/10,99
1382/04/11,108
1382/04/12,147
1382/04/13,165
1382/04/14,114
1382/04/15,103
1382/04/16,130
1382/04/17,128
1382/04/18,119
1382/04/19,144
1382/04/20,172
1382/04/21,161
1382/04/22,156
1382/04/23,108
1382/04/24,112
1382/04/25,99
1382/04/26,104
1382/04/27,75
1382/04/28,93
1382/04/29,130
1382/04/30,126
1382/04/31,107
1382/05/01,80
1382/05/02,87
1382/05/03,93
1382/05/04,95
1382/05/05,115
1382/05/06,135
1382/05/07,99
1382/05/08,133
1382/05/09,131
1382/05/10,89
1382/05/11,98
1382/05/12,93
1382/05/13,103
1382/05/14,120
1382/05/15,139
1382/05/16,138
1382/05/17,124
1382/05/18,114
1382/05/19,145
1382/05/20,184
1382/05/21,198
1382/05/22,204
1382/05/23,182
1382/05/24,122
1382/05/25,95
1382/05/26,140
1382/05/27,122
1382/05/28,124
1382/05/29,107
1382/05/30,85
1382/05/31,83
1382/06/01,87
1382/06/02,124
1382/06/03,134
1382/06/04,138
1382/06/05,147
1382/06/06,110
1382/06/07,120
1382/06/08,185
1382/06/09,103
1382/06/10,147
1382/06/11,153
1382/06/12,171
1382/06/13,106
1382/06/14,119
1382/06/15,135
1382/06/16,188
1382/06/17,143
1382/06/18,149
1382/06/19,147
1382/06/20,116
1382/06/21,115
1382/06/22,135
1382/06/23,120
1382/06/24,128
1382/06/25,132
1382/06/26,101
1382/06/27,125
1382/06/28,139
1382/06/29,123
1382/06/30,100
1382/06/31,128
1382/07/01,87
1382/07/02,92
1382/07/03,105
1382/07/04,97
1382/07/05,79
1382/07/06,94
1382/07/07,126
1382/07/08,133
1382/07/09,148
1382/07/10,156
1382/07/11,123
1382/07/12,85
1382/07/13,99
1382/07/14,80
1382/07/15,104
1382/07/16,130
1382/07/17,117
1382/07/18,181
1382/07/19,130
1382/07/20,160
1382/07/21,146
1382/07/22,160
1382/07/23,169
1382/07/24,127
1382/07/25,149
1382/07/26,138
1382/07/27,71
1382/07/28,66
1382/07/29,170
1382/07/30,134
1382/08/01,125
1382/08/02,167
1382/08/03,134
1382/08/04,150
1382/08/05,135
1382/08/06,115
1382/08/07,109
1382/08/08,69
1382/08/09,125
1382/08/10,98
1382/08/11,101
1382/08/12,102
1382/08/13,82
1382/08/14,142
1382/08/15,140
1382/08/16,112
1382/08/17,75
1382/08/18,89
1382/08/19,97
1382/08/20,107
1382/08/21,90
1382/08/22,119
1382/08/23,137
1382/08/24,74
1382/08/25,69
1382/08/26,74
1382/08/27,75
1382/08/28,88
1382/08/29,78
1382/08/30,53
1382/09/01,52
1382/09/02,69
1382/09/03,81
1382/09/04,93
1382/09/05,114
1382/09/06,122
1382/09/07,69
1382/09/08,74
1382/09/09,78
1382/09/10,92
1382/09/11,93
1382/09/12,71
1382/09/13,60
1382/09/14,78
1382/09/15,58
1382/09/16,89
1382/09/17,69
1382/09/18,128
1382/09/19,117
1382/09/20,108
1382/09/21,72
1382/09/22,48
1382/09/23,84
1382/09/24,101
1382/09/25,106
1382/09/26,237
1382/09/27,177
1382/09/28,159
1382/09/29,147
1382/09/30,66
1382/10/01,95
1382/10/02,85
1382/10/03,85
1382/10/04,84
1382/10/05,77
1382/10/06,67
1382/10/07,123
1382/10/08,101
1382/10/09,78
1382/10/10,79
1382/10/11,87
1382/10/12,98
1382/10/13,100
1382/10/14,98
1382/10/15,170
1382/10/16,111
1382/10/17,93
1382/10/18,97
1382/10/19,98
1382/10/20,85
1382/10/21,91
1382/10/22,97
1382/10/23,91
1382/10/24,81
1382/10/25,85
1382/10/26,71
1382/10/27,90
1382/10/28,97
1382/10/29,92
1382/10/30,89
1382/11/01,93
1382/11/02,117
1382/11/03,114
1382/11/04,137
1382/11/05,108
1382/11/06,92
1382/11/07,81
1382/11/08,86
1382/11/09,78
1382/11/10,87
1382/11/11,100
1382/11/12,94
1382/11/13,103
1382/11/14,74
1382/11/15,87
1382/11/16,102
1382/11/17,77
1382/11/18,59
1382/11/19,63
1382/11/20,91
1382/11/21,124
1382/11/22,115
1382/11/23,54
1382/11/24,57
1382/11/25,69
1382/11/26,118
1382/11/27,85
1382/11/28,64
1382/11/29,70
1382/11/30,68
1382/12/01,74
1382/12/02,67
1382/12/03,78
1382/12/04,70
1382/12/05,50
1382/12/06,119
1382/12/07,89
1382/12/08,108
1382/12/09,89
1382/12/10,113
1382/12/11,121
1382/12/12,119
1382/12/13,59
1382/12/14,68
1382/12/15,101
1382/12/16,133
1382/12/17,135
1382/12/18,140
1382/12/19,113
1382/12/20,81
1382/12/21,130
1382/12/22,121
1382/12/23,132
1382/12/24,92
1382/12/25,114
1382/12/26,84
1382/12/27,109
1382/12/28,117
1382/12/29,84
1383/01/01,46
1383/01/02,71
1383/01/03,66
1383/01/04,89
1383/01/05,112
1383/01/06,85
1383/01/07,90
1383/01/08,88
1383/01/09,99
1383/01/10,73
1383/01/11,62
1383/01/12,60
1383/01/13,48
1383/01/14,29
1383/01/15,52
1383/01/16,57
1383/01/17,83
1383/01/18,63
1383/01/19,80
1383/01/20,75
1383/01/21,58
1383/01/22,58
1383/01/23,60
1383/01/24,73
1383/01/25,75
1383/01/26,66
1383/01/27,81
1383/01/28,67
1383/01/29,52
1383/01/30,70
1383/01/31,68
1383/02/01,35
1383/02/02,61
1383/02/03,83
1383/02/04,56
1383/02/05,45
1383/02/06,53
1383/02/07,60
1383/02/08,53
1383/02/09,59
1383/02/10,87
1383/02/11,67
1383/02/12,69
1383/02/13,62
1383/02/14,76
1383/02/15,65
1383/02/16,61
1383/02/17,68
1383/02/18,60
1383/02/19,67
1383/02/20,92
1383/02/21,87
1383/02/22,62
1383/02/23,87
1383/02/24,85
1383/02/25,58
1383/02/26,41
1383/02/27,50
1383/02/28,120
1383/02/29,69
1383/02/30,52
1383/02/31,82
1383/03/01,83
1383/03/02,44
1383/03/03,95
1383/03/04,57
1383/03/05,68
1383/03/06,59
1383/03/07,80
1383/03/08,57
1383/03/09,49
1383/03/10,52
1383/03/11,54
1383/03/12,59
1383/03/13,73
1383/03/14,55
1383/03/15,40
1383/03/16,67
1383/03/17,60
1383/03/18,81
1383/03/19,108
1383/03/20,89
1383/03/21,98
1383/03/22,82
1383/03/23,81
1383/03/24,69
1383/03/25,61
1383/03/26,72
1383/03/27,76
1383/03/28,109
1383/03/29,68
1383/03/30,61
1383/03/31,87
1383/04/01,96
1383/04/02,48
1383/04/03,39
1383/04/04,60
1383/04/05,86
1383/04/06,56
1383/04/07,52
1383/04/08,76
1383/04/09,90
1383/04/10,65
1383/04/11,75
1383/04/12,118
1383/04/13,104
1383/04/14,57
1383/04/15,63
1383/04/16,59
1383/04/17,44
1383/04/18,56
1383/04/19,69
1383/04/20,56
1383/04/21,52
1383/04/22,59
1383/04/23,45
1383/04/24,77
1383/04/25,60
1383/04/26,67
1383/04/27,93
1383/04/28,85
1383/04/29,63
1383/04/30,69
1383/04/31,77
1383/05/01,65
1383/05/02,46
1383/05/03,70
1383/05/04,110
1383/05/05,103
1383/05/06,126
1383/05/07,121
1383/05/08,102
1383/05/09,130
1383/05/10,128
1383/05/11,78
1383/05/12,53
1383/05/13,79
1383/05/14,76
1383/05/15,121
1383/05/16,119
1383/05/17,95
1383/05/18,92
1383/05/19,129
1383/05/20,123
1383/05/21,136
1383/05/22,121
1383/05/23,158
1383/05/24,95
1383/05/25,116
1383/05/26,108
1383/05/27,109
1383/05/28,70
1383/05/29,92
1383/05/30,101
1383/05/31,79
1383/06/01,67
1383/06/02,83
1383/06/03,126
1383/06/04,101
1383/06/05,98
1383/06/06,61
1383/06/07,68
1383/06/08,58
1383/06/09,116
1383/06/10,98
1383/06/11,85
1383/06/12,102
1383/06/13,126
1383/06/14,102
1383/06/15,85
1383/06/16,101
1383/06/17,129
1383/06/18,158
1383/06/19,142
1383/06/20,156
1383/06/21,117
1383/06/22,115
1383/06/23,112
1383/06/24,67
1383/06/25,77
1383/06/26,66
1383/06/27,57
1383/06/28,73
1383/06/29,105
1383/06/30,83
1383/06/31,72
1383/07/01,74
1383/07/02,111
1383/07/03,153
1383/07/04,110
1383/07/05,127
1383/07/06,147
1383/07/07,158
1383/07/08,131
1383/07/09,149
1383/07/10,167
1383/07/11,127
1383/07/12,148
1383/07/13,143
1383/07/14,116
1383/07/15,117
1383/07/16,81
1383/07/17,71
1383/07/18,61
1383/07/19,85
1383/07/20,153
1383/07/21,84
1383/07/22,121
1383/07/23,104
1383/07/24,83
1383/07/25,70
1383/07/26,71
1383/07/27,73
1383/07/28,90
1383/07/29,125
1383/07/30,119
1383/08/01,129
1383/08/02,71
1383/08/03,84
1383/08/04,128
1383/08/05,136
1383/08/06,136
1383/08/07,141
1383/08/08,168
1383/08/09,131
1383/08/10,139
1383/08/11,151
1383/08/12,145
1383/08/13,161
1383/08/14,68
1383/08/15,115
1383/08/16,91
1383/08/17,111
1383/08/18,68
1383/08/19,72
1383/08/20,73
1383/08/21,72
1383/08/22,115
1383/08/23,91
1383/08/24,72
1383/08/25,85
1383/08/26,95
1383/08/27,118
1383/08/28,78
1383/08/29,82
1383/08/30,95
1383/09/01,97
1383/09/02,116
1383/09/03,98
1383/09/04,59
1383/09/05,58
1383/09/06,111
1383/09/07,101
1383/09/08,91
1383/09/09,78
1383/09/10,80
1383/09/11,97
1383/09/12,117
1383/09/13,79
1383/09/14,81
1383/09/15,91
1383/09/16,101
1383/09/17,105
1383/09/18,74
1383/09/19,63
1383/09/20,70
1383/09/21,77
1383/09/22,95
1383/09/23,72
1383/09/24,76
1383/09/25,90
1383/09/26,65
1383/09/27,63
1383/09/28,57
1383/09/29,73
1383/09/30,92
1383/10/01,92
1383/10/02,68
1383/10/03,69
1383/10/04,67
1383/10/05,66
1383/10/06,57
1383/10/07,97
1383/10/08,51
1383/10/09,78
1383/10/10,127
1383/10/11,121
1383/10/12,168
1383/10/13,110
1383/10/14,77
1383/10/15,69
1383/10/16,63
1383/10/17,70
1383/10/18,69
1383/10/19,55
1383/10/20,57
1383/10/21,63
1383/10/22,59
1383/10/23,58
1383/10/24,70
1383/10/25,90
1383/10/26,61
1383/10/27,81
1383/10/28,98
1383/10/29,89
1383/10/30,69
1383/11/01,86
1383/11/02,88
1383/11/03,74
1383/11/04,63
1383/11/05,69
1383/11/06,54
1383/11/07,78
1383/11/08,78
1383/11/09,88
1383/11/10,80
1383/11/11,108
1383/11/12,115
1383/11/13,85
1383/11/14,117
1383/11/15,49
1383/11/16,59
1383/11/17,46
1383/11/18,65
1383/11/19,67
1383/11/20,71
1383/11/21,57
1383/11/22,66
1383/11/23,56
1383/11/24,49
1383/11/25,66
1383/11/26,67
1383/11/27,85
1383/11/28,93
1383/11/29,104
1383/11/30,95
1383/12/01,87
1383/12/02,118
1383/12/03,93
1383/12/04,91
1383/12/05,59
1383/12/06,60
1383/12/07,61
1383/12/08,68
1383/12/09,76
1383/12/10,86
1383/12/11,76
1383/12/12,64
1383/12/13,78
1383/12/14,82
1383/12/15,82
1383/12/16,72
1383/12/17,72
1383/12/18,69
1383/12/19,68
1383/12/20,65
1383/12/21,62
1383/12/22,76
1383/12/23,83
1383/12/24,97
1383/12/25,68
1383/12/26,63
1383/12/27,53
1383/12/28,46
1383/12/29,48
1383/12/30,52
1384/01/01,38
1384/01/02,62
1384/01/03,85
1384/01/04,40
1384/01/05,40
1384/01/06,37
1384/01/07,42
1384/01/08,48
1384/01/09,49
1384/01/10,45
1384/01/11,67
1384/01/12,55
1384/01/13,47
1384/01/14,53
1384/01/15,72
1384/01/16,110
1384/01/17,60
1384/01/18,43
1384/01/19,47
1384/01/20,48
1384/01/21,48
1384/01/22,54
1384/01/23,58
1384/01/24,49
1384/01/25,81
1384/01/26,96
1384/01/27,50
1384/01/28,62
1384/01/29,72
1384/01/30,80
1384/01/31,91
1384/02/01,67
1384/02/02,102
1384/02/03,87
1384/02/04,91
1384/02/05,98
1384/02/06,66
1384/02/07,55
1384/02/08,50
1384/02/09,55
1384/02/10,81
1384/02/11,62
1384/02/12,65
1384/02/13,69
1384/02/14,65
1384/02/15,58
1384/02/16,87
1384/02/17,74
1384/02/18,66
1384/02/19,87
1384/02/20,66
1384/02/21,65
1384/02/22,66
1384/02/23,66
1384/02/24,62
1384/02/25,71
1384/02/26,82
1384/02/27,70
1384/02/28,71
1384/02/29,62
1384/02/30,54
1384/02/31,55
1384/03/01,58
1384/03/02,63
1384/03/03,57
1384/03/04,54
1384/03/05,56
1384/03/06,57
1384/03/07,64
1384/03/08,60
1384/03/09,51
1384/03/10,52
1384/03/11,58
1384/03/12,65
1384/03/13,65
1384/03/14,69
1384/03/15,58
1384/03/16,58
1384/03/17,86
1384/03/18,84
1384/03/19,67
1384/03/20,51
1384/03/21,67
1384/03/22,79
1384/03/23,84
1384/03/24,81
1384/03/25,72
1384/03/26,108
1384/03/27,107
1384/03/28,96
1384/03/29,76
1384/03/30,104
1384/03/31,91
1384/04/01,119
1384/04/02,128
1384/04/03,103
1384/04/04,92
1384/04/05,98
1384/04/06,83
1384/04/07,87
1384/04/08,77
1384/04/09,81
1384/04/10,89
1384/04/11,63
1384/04/12,71
